id,genre,nom_commun,nom_latin,cultivar_ou_espece,famille,categorie,exposition_soleil,exposition_mi_ombre,exposition_ombre,plante_peu_courante,sol_sec,sol_frais,sol_humide,sol_lourd,sol_leger,sol_draine,sol_calcaire,sol_acide,sol_riche,sol_pauvre,besoin_eau,hauteur_min_cm,hauteur_max_cm,largeur_min_cm,largeur_max_cm,floraison_debut,floraison_fin,couleur_fleur,couleur_feuillage,couleur_blanc,couleur_jaune,couleur_orange,couleur_rouge,couleur_rose,couleur_violet,couleur_bleu,couleur_vert,couleur_pourpre,couleur_creme,couleur_argente,palette_couleur,usage_massif,usage_bordure,usage_rocaille,usage_bassin,usage_pot,usage_couvre_sol,usage_bouquet,plantation_methode,entretien,remarques,rusticite_min_C,zone_rusticite,feuillage_type,distance_plantation_cm,toxicite,attire_pollinisateurs,niveau_donnees,source_page,source_photo,source_enrichissement,statut_validation,lot_integration
75,Arnica,Arnica,Arnica montana,montana,Astéracées,vivace,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,40,40,40,40,mai,juillet,jaune orangé,,0,1,1,0,0,0,0,0,0,0,0,chaude,0,0,1,0,0,0,0,,,Plante de prairie alpine; sol non calcaire.,,,,,,,livre_complet,54,,,extrait_structuré,lots_1_a_5
76,Artemisia,Armoise,Artemisia abrotanum,abrotanum,Astéracées,vivace arbustive,1,1,0,0,1,0,0,0,0,1,1,0,0,0,,120,120,100,100,juillet,septembre,jaunâtre discret,gris argenté,0,0,0,0,0,0,0,0,0,0,1,froide,1,0,0,0,0,0,0,,,Plante aromatique; rabattre en fin d’automne.,,,,,,,livre_complet,54,,,extrait_structuré,lots_1_a_5
77,Artemisia,Absinthe,Artemisia absinthium,absinthium,Astéracées,vivace arbustive,1,1,0,0,1,0,0,0,0,1,1,0,0,0,,120,120,100,100,juillet,septembre,jaunâtre discret,argenté,0,0,0,0,0,0,0,0,0,0,1,froide,1,0,0,0,0,0,0,,,Pousse aussi en sol argileux et calcaire.,,,,,,,livre_complet,54,,,extrait_structuré,lots_1_a_5
78,Artemisia,Armoise,Artemisia arborescens,arborescens,Astéracées,arbuste vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,100,140,100,100,juin,août,grisâtre rare,gris argenté,0,0,0,0,0,0,0,0,0,0,1,froide,1,0,0,0,0,0,0,,,Protéger des grands froids.,,,,,,,livre_complet,54,,,extrait_structuré,lots_1_a_5
79,Artemisia,Armoise,Artemisia canescens,canescens,Astéracées,vivace,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,50,50,60,60,juin,août,blanchâtre discret,gris argenté,1,0,0,0,0,0,0,0,0,0,1,froide|neutre,1,0,1,0,0,0,0,,,Très décorative pour massif très sec.,,,,,,,livre_complet,54,,,extrait_structuré,lots_1_a_5
80,Artemisia,Armoise,Artemisia lactiflora,lactiflora,Astéracées,vivace,1,1,0,0,0,1,0,0,0,0,0,0,1,0,,120,150,100,100,juillet,septembre,blanc laiteux,vert clair,1,0,0,0,0,0,0,1,0,0,0,froide|neutre,1,0,0,0,0,0,0,,,"Aime sol humifère, riche et frais; rabattre en automne.",,,,,,,livre_complet,55,,,extrait_structuré,lots_1_a_5
81,Artemisia,Armoise,Artemisia ludoviciana,ludoviciana / Silver Queen,Astéracées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,50,80,60,60,juillet,août,jaunâtre,gris argenté,0,0,0,0,0,0,0,0,0,0,1,froide,1,0,0,0,0,0,0,,Rabattre en automne ou au printemps.,,,,,,,,livre_complet,55,,,extrait_structuré,lots_1_a_5
82,Artemisia,Armoise romaine,Artemisia pontica,pontica,Astéracées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,60,80,60,60,juin,août,jaunâtre,vert clair grisâtre,0,0,0,0,0,0,0,1,0,0,1,froide,1,0,0,0,0,0,0,,,Tolère sol caillouteux; garniture d’étendues sableuses.,,,,,,,livre_complet,55,,,extrait_structuré,lots_1_a_5
83,Artemisia,Armoise,Artemisia schmidtiana,Nana,Astéracées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,20,20,40,40,juin,août,blanchâtre,argenté,1,0,0,0,0,0,0,0,0,0,1,froide|neutre,0,0,1,0,1,0,0,,,Se plaît bien en sol sableux.,,,,,,,livre_complet,55,,,extrait_structuré,lots_1_a_5
84,Artemisia,Armoise,Artemisia stelleriana,stelleriana,Astéracées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,40,50,50,50,juillet,août,jaunâtre,blanc argenté,1,0,0,0,0,0,0,0,0,0,1,froide|neutre,0,1,1,0,0,0,0,,,Rameaux tomenteux argentés.,,,,,,,livre_complet,55,,,extrait_structuré,lots_1_a_5
85,Arum,Gouet,Arum italicum,italicum,Aracées,vivace,1,1,0,0,0,1,0,0,0,0,0,0,1,0,,30,30,50,50,avril,avril,blanc verdâtre,vert veiné,1,0,0,0,0,0,0,1,0,0,0,froide|neutre,1,0,0,0,0,0,0,,,Fruits rouges en automne; sous-bois ou lisière.,,,,,,,livre_complet,56,,,extrait_structuré,lots_1_a_5
86,Aruncus,Barbe-de-bouc,Aruncus aethusifolius,aethusifolius,Rosacées,vivace,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,30,40,40,50,mai,juin,crème,,0,0,0,0,0,0,0,0,0,1,0,neutre,1,0,1,0,0,0,0,,,Décoration de sous-bois et joints frais.,,,,,,,livre_complet,56,,,extrait_structuré,lots_1_a_5
87,Aruncus,Barbe-de-bouc,Aruncus dioicus,dioicus,Rosacées,vivace,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,100,150,100,100,juin,juillet,"crème, blanc",,1,0,0,0,0,0,0,0,0,1,0,neutre,1,0,0,1,0,0,1,,,"Massif, sous-bois ou bord de pièce d’eau.",,,,,,,livre_complet,57,,,extrait_structuré,lots_1_a_5
88,Asarina,Asarina,Asarina procumbens,procumbens,Scrophulariacées,vivace tapissante,1,1,0,1,1,0,0,0,0,1,0,0,0,0,,15,20,50,50,juin,septembre,jaune clair,,0,1,0,0,0,0,0,0,0,0,0,chaude,0,0,1,0,1,0,0,,,"Murets, cailloutis, pieds de murs; sol non calcaire pas trop sec.",,,,,,,livre_complet,57,,,extrait_structuré,lots_1_a_5
89,Asarum,Asaret,Asarum europaeum,europaeum,Aristolochiacées,couvre-sol,1,1,0,1,0,1,0,0,0,0,0,0,1,0,,5,10,30,30,avril,juin,brunâtre,vert foncé luisant,0,0,0,0,0,0,0,1,0,0,0,froide,0,0,0,0,0,1,0,,,Garniture sous les feuillus; installation lente mais sûre.,,,,,,,livre_complet,57,,,extrait_structuré,lots_1_a_5
90,Asclepias,Asclépiade,Asclepias incarnata,incarnata,Asclépiadacées,vivace,1,0,0,0,0,1,1,0,0,1,0,0,0,0,,120,120,60,60,juin,août,"rose, rouge ou blanc",,1,0,0,1,1,0,0,0,0,0,0,chaude|neutre,1,0,0,1,0,0,0,,,Près d’une pièce d’eau; parfum de vanille.,,,,,,,livre_complet,57,,,extrait_structuré,lots_1_a_5
91,Asclepias,Herbe aux perruches,Asclepias syriaca,syriaca,Asclépiadacées,vivace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,150,150,100,100,juin,août,blanc rosé,,1,0,0,0,1,0,0,0,0,0,0,chaude|neutre,1,0,0,0,0,0,0,,,Complément de grands arbustes; graines soyeuses.,,,,,,,livre_complet,58,,,extrait_structuré,lots_1_a_5
92,Asclepias,Asclépiade tubéreuse,Asclepias tuberosa,tuberosa,Asclépiadacées,vivace,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,60,80,50,50,juin,août,"orange, vermillon",,0,1,1,1,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,1,,,Bonne fleur à couper.,,,,,,,livre_complet,58,,,extrait_structuré,lots_1_a_5
93,Asphodeline,Bâton de Jacob,Asphodeline lutea,lutea,Liliacées,vivace,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,80,100,40,40,avril,mai,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,Jolie en association avec la pierre.,,,,,,,livre_complet,58,,,extrait_structuré,lots_1_a_5
94,Asphodelus,Asphodèle,Asphodelus albus,albus,Liliacées,vivace,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,100,100,60,60,mai,juin,blanc brunâtre,,1,0,0,0,0,0,0,0,0,0,0,neutre,1,0,0,0,0,0,0,,,Bel ornement des massifs et scènes naturelles.,,,,,,,livre_complet,59,,,extrait_structuré,lots_1_a_5
95,Aster,Aster de printemps,Aster x alpellus,Triumph,Astéracées,vivace,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,20,20,40,40,printemps,printemps,bleu violacé,,0,0,0,0,0,1,1,0,0,0,0,froide,0,0,1,0,0,0,0,,,"Florifère; rocaille, dallage.",,,,,,,livre_complet,59,,,extrait_structuré,lots_1_a_5
96,Aster,Aster alpin,Aster alpinus,alpinus,Astéracées,vivace,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,20,40,40,40,avril,mai,"bleu, blanc, rose",,1,0,0,0,1,0,1,0,0,0,0,chaude|froide|neutre,1,0,1,0,0,0,0,,,Premier plan des massifs.,,,,,,,livre_complet,59,,,extrait_structuré,lots_1_a_5
97,Aster,Aster,Aster tongolensis,tongolensis,Astéracées,vivace,1,1,0,0,0,0,0,0,1,1,0,0,0,0,,30,40,40,50,mai,juin,bleu violacé,,0,0,0,0,0,1,1,0,0,0,0,froide,1,1,1,0,0,0,0,,,,,,,,,,livre_complet,59,,,extrait_structuré,lots_1_a_5
98,Aster,Œil de Christ,Aster amellus,amellus,Astéracées,vivace,1,0,0,0,0,0,0,0,1,1,1,0,0,0,,30,60,40,60,juillet,septembre,"bleu, violet, rose",,0,0,0,0,1,1,1,0,0,0,0,chaude|froide,1,0,0,0,0,0,0,,,Massif ensoleillé; sol léger bien drainé.,,,,,,,livre_complet,60,,,extrait_structuré,lots_1_a_5
99,Aster,Aster,Aster x frikartii,x frikartii,Astéracées,vivace,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,70,100,50,60,août,septembre,"bleu lilacé, bleu clair",,0,0,0,0,0,0,1,0,0,0,0,froide,1,0,0,0,0,0,1,,Rajeunir tous les 2 ou 3 ans.,,,,,,,,livre_complet,60,,,extrait_structuré,lots_1_a_5
100,Aster,Aster,Aster linosyris,linosyris,Astéracées,vivace,1,0,0,1,1,0,0,0,0,0,0,1,0,0,,60,60,40,40,août,septembre,jaune d’or,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,Sol ordinaire même sec ou sablonneux acide.,,,,,,,livre_complet,60,,,extrait_structuré,lots_1_a_5
101,Aster,Aster,Aster pyrenaeus,Lutetia,Astéracées,vivace,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,60,80,60,60,août,septembre,bleu lilacé pâle,,0,0,0,0,0,0,1,0,0,0,0,froide,1,0,0,0,0,0,1,,,,,,,,,,livre_complet,61,,,extrait_structuré,lots_1_a_5
102,Aster,Aster,Aster sedifolius,Nanus,Astéracées,vivace,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,40,40,50,50,août,septembre,bleu lilacé,,0,0,0,0,0,0,1,0,0,0,0,froide,1,0,0,0,0,0,0,,,"Très florifère; jardin de landes, sol ordinaire même sec.",,,,,,,livre_complet,61,,,extrait_structuré,lots_1_a_5
103,Aster,Aster d’automne,Aster cordifolius,Ideal,Astéracées,vivace,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,100,100,60,60,août,septembre,bleu à bleu violacé,,0,0,0,0,0,1,1,0,0,0,0,froide,1,0,0,0,0,0,0,,,"Massif en sol ordinaire, si possible pas trop sec.",,,,,,,livre_complet,61,,,extrait_structuré,lots_1_a_5
104,Aster,Aster d’automne,Aster dumosus,dumosus group,Astéracées,vivace,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,30,60,50,60,août,octobre,"rose, rouge pourpré, bleu violacé, blanc",,1,0,0,1,1,1,1,0,0,0,0,chaude|froide|neutre,1,1,0,0,0,0,0,,Rajeunir régulièrement tous les 2 ou 3 ans.,,,,,,,,livre_complet,61-62,,,extrait_structuré,lots_1_a_5
105,Aster,Aster,Aster ericoides,ericoides,Astéracées,vivace,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,80,120,60,60,septembre,novembre,"blanc, bleu pâle, rose clair",,1,0,0,0,1,0,1,0,0,0,0,chaude|froide|neutre,1,0,0,0,0,0,1,,,Fond de massif; espèce résistante au sec.,,,,,,,livre_complet,62,,,extrait_structuré,lots_1_a_5
106,Azorella,Azorelle,Azorella trifurcata,trifurcata / Nana,Apiacées,vivace couvre-sol,1,1,0,1,1,1,0,0,0,0,0,0,1,0,,5,5,40,40,mai,juin,jaune verdâtre,vert ferme,0,1,0,0,0,0,0,1,0,0,0,chaude|froide,0,0,1,0,0,1,0,,,"Tapis régulier, sol humifère frais à modérément sec.",,,,,,,livre_complet,74,,,extrait_structuré,lots_1_a_5
107,Ballota,Ballote,Ballota pseudodictamnus,pseudodictamnus,Lamiacées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,1,,50,50,,,juillet,septembre,insignifiant,gris argenté,0,0,0,0,0,0,0,0,0,0,1,froide,1,0,1,0,0,0,0,,,"Feuillage décoratif; sol maigre et poreux, plein soleil.",,,,,,,livre_complet,74,,,extrait_structuré,lots_1_a_5
108,Baptisia,Lupin indigo,Baptisia australis,australis,Fabacées,vivace,1,0,0,0,1,1,0,0,1,0,0,0,0,0,,100,150,60,100,juillet,août,bleu,bleuté,0,0,0,0,0,0,1,0,0,0,1,froide,1,0,0,0,0,0,0,,,"Feuillage durable jusqu’à l’automne; sol meuble, frais ou passagèrement sec.",,,,,,,livre_complet,74,,,extrait_structuré,lots_1_a_5
109,Begonia,Bégonia,Begonia grandis,grandis / B. evansiana,Bégoniacées,vivace,0,1,0,0,0,1,0,0,1,0,0,0,1,0,,50,50,50,50,juillet,gelées,rose vif ou blanc,,1,0,0,0,1,0,0,0,0,0,0,chaude|neutre,1,0,0,0,0,0,0,,,Massif abrité mi-ombragé; protection hivernale par feuilles sèches.,,,,,,,livre_complet,75,,,extrait_structuré,lots_1_a_5
110,Begonia,Bégonia,Begonia sutherlandii,sutherlandii,Bégoniacées,vivace,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,30,40,40,40,juin,automne,orange cuivré,,0,1,1,0,0,0,0,0,0,0,0,chaude,0,0,1,0,0,0,0,,,Pied d’un mur bien exposé en situation mi-ombragée.,,,,,,,livre_complet,75,,,extrait_structuré,lots_1_a_5
111,Belamcanda,Belamcanda,Belamcanda chinensis,chinensis,Iridacées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,60,60,50,50,juillet,août,orange ou cuivré ponctué rouge-brun,,0,1,1,1,0,0,0,0,0,0,0,chaude,1,0,1,0,0,0,1,,,Sol sec bien drainé; fruits décoratifs noirs.,,,,,,,livre_complet,75,,,extrait_structuré,lots_1_a_5
112,Bellis,Pâquerette,Bellis perennis,perennis,Astéracées,bisannuelle à vivace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,10,15,25,30,mars,juin,"blanc, rose, rouge foncé",,1,0,0,1,1,0,0,0,0,0,0,chaude|neutre,1,1,1,0,0,0,0,,Rajeunir tous les 2 ou 3 ans.,,,,,,,,livre_complet,75,,,extrait_structuré,lots_1_a_5
113,Bergenia,Bergénia,Bergenia ciliata,ciliata,Saxifragacées,vivace,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,30,30,50,50,mars,avril,rose clair,,0,0,0,0,1,0,0,0,0,0,0,chaude,1,0,1,0,0,0,0,,,Installer en situation abritée; craint les gels tardifs.,,,,,,,livre_complet,75,,,extrait_structuré,lots_1_a_5
114,Bergenia,Bergénia,Bergenia cordifolia,cordifolia,Saxifragacées,vivace,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,40,40,50,50,avril,mai,"rose clair, rose malvacé",vert brun à l’hiver,0,0,0,0,1,0,0,1,0,0,0,chaude|froide,1,1,0,0,0,1,0,,,Excellent couvre-sol.,,,,,,,livre_complet,76,,,extrait_structuré,lots_1_a_5
115,Bergenia,Bergénia,Bergenia crassifolia,crassifolia / hybrides,Saxifragacées,vivace,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,20,40,50,50,mars,mai,"rose, blanc, saumon, rouge",vert à brun pourpré,1,0,0,1,1,0,0,1,1,0,0,chaude|froide|neutre,1,0,1,0,0,1,0,,,"Variétés: Abendglut, Baby Doll, Bressingham White, Silberlicht.",,,,,,,livre_complet,76,,,extrait_structuré,lots_1_a_5
116,Bletilla,Bletilla,Bletilla striata,striata,Orchidacées,vivace bulbeuse,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,40,40,40,40,mai,juin,rose carmin,,0,0,0,1,1,0,0,0,0,0,0,chaude,1,0,1,0,1,0,0,Disposer le pseudo-bulbe à 10/15 cm de profondeur.,,,,,caduc,,,,livre_complet,77,,déduit du livre (catégorie bulbeuse/tubéreuse),extrait_structuré,lots_1_a_5
117,Boltonia,Boltonia,Boltonia asteroides,asteroides / Nana,Astéracées,vivace,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,90,200,60,80,juillet,août,blanc à cœur jaune,,1,1,0,0,0,0,0,0,0,0,0,chaude|neutre,1,0,0,0,0,0,1,,,Arrière-plan des massifs; plante sûre et robuste.,,,,,,,livre_complet,77,,,extrait_structuré,lots_1_a_5
118,Boykinia,Boykinia,Boykinia jamesii,jamesii,Saxifragacées,vivace,0,1,0,1,0,1,0,0,0,0,0,0,1,0,,15,15,30,30,avril,mai,rose rougeâtre,,0,0,0,1,1,0,0,0,0,0,0,chaude,0,0,1,0,0,0,0,,,"Sol humifère et nutritif, sans calcaire, à l’abri du soleil.",,,,,,,livre_complet,77,,,extrait_structuré,lots_1_a_5
119,Boykinia,Boykinia,Boykinia rotundifolia,rotundifolia,Saxifragacées,vivace couvre-sol,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,60,90,50,50,juin,juillet,blanchâtre,,1,0,0,0,0,0,0,0,0,0,0,neutre,0,0,0,0,0,1,0,,,Bon couvre-sol en situation ombragée ou mi-ombragée.,,,,,,,livre_complet,77,,,extrait_structuré,lots_1_a_5
120,Brunnera,Myosotis du Caucase,Brunnera macrophylla,macrophylla / Langtrees / Variegata,Boraginacées,vivace couvre-sol,1,1,0,0,0,1,0,1,0,0,0,0,0,0,,40,40,50,50,mars,avril,bleu lumineux,"vert, parfois argenté ou panaché",0,0,0,0,0,0,1,1,0,0,1,froide,1,0,0,0,0,1,0,,,"Massif ombragé, pied d’arbustes ou sous arbres.",,,,,,,livre_complet,77,,,extrait_structuré,lots_1_a_5
121,Buglossoides,Grémil rouge-bleu,Buglossoides purpurocaerulea,purpurocaerulea,Boraginacées,sous-arbrisseau couvre-sol,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,40,40,50,50,mai,juin,"bleu gentiane, boutons rougeâtres",,0,0,0,1,0,0,1,0,0,0,0,chaude|froide,0,0,0,0,0,1,0,,,"Grand tapis en sols secs et calcaires, devant grands arbustes.",,,,,,,livre_complet,78,,,extrait_structuré,lots_1_a_5
122,Buphthalmum,Œil de bœuf,Buphthalmum salicifolium,salicifolium,Astéracées,vivace,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,50,50,50,50,juin,septembre,jaune d’or,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,1,,,"Peu exigeant, florifère.",,,,,,,livre_complet,78,,,extrait_structuré,lots_1_a_5
123,Calamintha,Calament,Calamintha grandiflora,grandiflora / Variegata,Lamiacées,vivace aromatique,1,1,0,0,0,0,0,0,1,1,0,0,0,0,,20,30,30,40,juin,août,rose carmin,,0,0,0,1,1,0,0,0,0,0,0,chaude,1,0,1,0,0,0,0,,,Sol léger et bien drainé.,,,,,,,livre_complet,78,,,extrait_structuré,lots_1_a_5
124,Calamintha,Calament,Calamintha nepeta,nepeta,Lamiacées,vivace aromatique,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,30,40,50,50,juin,septembre,blanc ou lilacé,,1,0,0,0,0,0,0,0,0,0,0,neutre,1,0,1,0,0,0,0,,,Massif et rocaille secs en plein soleil.,,,,,,,livre_complet,78,,,extrait_structuré,lots_1_a_5
125,Calceolaria,Calcéolaire,Calceolaria integrifolia,integrifolia,Scrophulariacées,arbuste annuel peu rustique,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,50,50,20,30,juin,gelées,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,1,0,0,,,Situation chaude; potée ou bac.,-5,,,,,,livre_complet,79,,déduit du livre (mention climat doux ou peu rustique),extrait_structuré,lots_1_a_5
126,Callirhoe,Mauve-Pavot,Callirhoe involucrata,involucrata,Malvacées,vivace,1,1,0,1,1,0,0,0,0,1,0,0,0,1,,15,20,20,20,juillet,septembre,"rose carminé, blanc au cœur",,1,0,0,1,1,0,0,0,0,0,0,chaude|neutre,0,0,1,0,1,0,0,,,Terres maigres et caillouteuses; craint humidité stagnante.,,,,,,,livre_complet,79,,,extrait_structuré,lots_1_a_5
127,Campanula,Campanule barbue,Campanula barbata,barbata,Campanulacées,bisannuelle/vivace,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,20,20,25,25,juin,juillet,"bleu clair, violacé",,0,0,0,0,0,1,1,0,0,0,0,froide,0,0,1,0,1,0,0,,,Au soleil en terre non calcaire.,,,,,,,livre_complet,79,,,extrait_structuré,lots_1_a_5
128,Campanula,Campanule,Campanula 'Birch hybrid',Birch hybrid,Campanulacées,vivace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,15,15,,,mai,juillet,bleu violacé,,0,0,0,0,0,1,1,0,0,0,0,froide,0,1,1,0,1,0,0,,,Remonte en septembre.,,,,,,,livre_complet,79,,,extrait_structuré,lots_1_a_5
129,Campanula,Campanule des Carpates,Campanula carpatica,carpatica / Blue Clips / White Clips,Campanulacées,vivace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,20,20,40,40,juin,septembre,bleu ou blanc,,1,0,0,0,0,0,1,0,0,0,0,froide|neutre,0,1,1,0,0,0,0,,,Accepte tous les sols sauf imperméables.,,,,,,,livre_complet,80,,,extrait_structuré,lots_1_a_5
130,Campanula,Campanule des Carpates,Campanula carpatica var. turbinata,turbinata,Campanulacées,vivace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,10,20,40,40,juin,septembre,bleu violacé,,0,0,0,0,0,1,1,0,0,0,0,froide,0,1,1,0,0,0,0,,,,,,,,,,livre_complet,80,,,extrait_structuré,lots_1_a_5
131,Campanula,Campanule fluette,Campanula cochleariifolia,cochleariifolia / Alba / Elizabeth Oliver,Campanulacées,vivace couvre-sol,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,5,10,40,40,juin,août,bleu ou blanc,,1,0,0,0,0,0,1,0,0,0,0,froide|neutre,0,0,1,0,1,1,0,,,Colonise rapidement les interstices entre pierres.,,,,,,,livre_complet,80,,,extrait_structuré,lots_1_a_5
132,Campanula,Campanule,Campanula collina,collina,Campanulacées,vivace tapissante,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,20,20,40,40,mai,juin,bleu violacé,,0,0,0,0,0,1,1,0,0,0,0,froide,0,0,1,0,1,0,0,,,,,,,,,,livre_complet,80,,,extrait_structuré,lots_1_a_5
133,Campanula,Campanule,Campanula garganica,garganica / Dickson's Gold,Campanulacées,vivace,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,15,15,40,40,juin,juillet,"bleu clair, blanc",jaune lumineux possible,1,1,0,0,0,0,1,0,0,0,0,chaude|froide|neutre,0,0,1,0,1,0,0,,,Craint le plein soleil pour certains feuillages dorés.,,,,,,,livre_complet,80,,,extrait_structuré,lots_1_a_5
134,Campanula,Campanule des murs,Campanula portenschlagiana,portenschlagiana / C. muralis,Campanulacées,vivace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,10,10,40,40,mai,juillet,bleu violacé,,0,0,0,0,0,1,1,0,0,0,0,froide,0,1,1,0,1,0,0,,,Remonte en septembre; très robuste et florifère.,,,,,,,livre_complet,80,,,extrait_structuré,lots_1_a_5
135,Campanula,Campanule,Campanula poscharskyana,poscharskyana / Blau­ranke / E.H. Frost / Stella,Campanulacées,vivace couvre-sol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,20,50,50,mai,juillet,"bleu lavande, blanc ou rose",,1,0,0,0,1,0,1,0,0,0,0,chaude|froide|neutre,1,0,0,0,1,1,0,,,Convient aussi en suspension; remonte en septembre.,,,,,,,livre_complet,82,,,extrait_structuré,lots_1_a_5
136,Campanula,Campanule ponctuée,Campanula punctata,punctata,Campanulacées,vivace,1,0,0,1,1,0,0,0,1,0,0,0,0,0,,20,30,50,50,juin,juillet,blanc crème ponctué rougeâtre,,1,0,0,1,0,0,0,0,0,1,0,chaude|neutre,1,0,0,0,0,0,0,,,Sol léger ou sableux en situation ensoleillée.,,,,,,,livre_complet,82,,,extrait_structuré,lots_1_a_5
137,Campanula,Campanule élevée,Campanula alliariifolia,alliariifolia,Campanulacées,vivace,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,60,60,60,60,juin,juillet,blanc,,1,0,0,0,0,0,0,0,0,0,0,neutre,1,0,0,0,0,0,0,,,Espèce robuste pour massif ou scènes naturelles.,,,,,,,livre_complet,82,,,extrait_structuré,lots_1_a_5
138,Campanula,Campanule,Campanula burghaltii,burghaltii,Campanulacées,vivace,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,60,60,50,50,juin,août,"grisâtre, lilacé",,0,0,0,0,0,0,0,0,0,0,1,froide,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,84,,,extrait_structuré,lots_1_a_5
139,Campanula,Campanule,Campanula 'Elizabeth',Elizabeth / C. takesimana Elizabeth,Campanulacées,vivace,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,50,60,50,50,juin,juillet,rose prononcé,,0,0,0,0,1,0,0,0,0,0,0,chaude,1,1,0,0,0,1,0,,,,,,,,,,livre_complet,84,,,extrait_structuré,lots_1_a_5
140,Campanula,Campanule agglomérée,Campanula glomerata,glomerata / Alba / Acaulis / Speciosa,Campanulacées,vivace,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,20,60,40,40,juin,août,"violet foncé, blanc",,1,0,0,0,0,1,0,0,0,0,0,froide|neutre,1,0,0,0,0,0,0,,,Se plaît aussi en sol calcaire.,,,,,,,livre_complet,84,,,extrait_structuré,lots_1_a_5
141,Campanula,Campanule lactiflore,Campanula lactiflora,lactiflora / Loddon Anna / Pouffe / Prichard's Variety / White Pouffe,Campanulacées,vivace,1,1,0,1,0,1,0,0,0,0,0,0,1,0,,40,150,50,60,juin,août,"bleu lilacé, rose lilacé, blanc",,1,0,0,0,1,0,1,0,0,0,0,chaude|froide|neutre,1,0,0,0,0,0,0,,,"Massif en sol riche, de préférence frais.",,,,,,,livre_complet,84-85,,,extrait_structuré,lots_1_a_5
142,Campanula,Campanule,Campanula latifolia var. macrantha,latifolia var. macrantha / Alba,Campanulacées,vivace,1,1,0,0,0,1,0,0,0,0,0,0,1,0,,120,120,60,60,juin,août,bleu violacé foncé ou blanc,,1,0,0,0,0,1,1,0,0,0,0,froide|neutre,1,0,0,0,0,0,1,,,"Sol consistant, riche; soleil si humidité suffisante.",,,,,,,livre_complet,85,,,extrait_structuré,lots_1_a_5
